IDArtefact	txtCountry	refIDSite	txtSite	refIDFeature	txtType_of_Feature	txtFeature	refIDShape	txtIDShape	txtShape	txtPosition	dblWidth_in_cm	dblLength_in_cm	dblHeight_in_cm	dblInner_diameter_in_cm	dblDiameter_in_cm	txtCommentary	dblLatitude	dblLongitude
23384	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23385	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23386	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23387	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23388	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23389	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23390	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23391	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23392	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23393	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23394	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23395	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23396	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23397	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23398	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23399	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23400	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23401	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23402	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23403	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23404	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23405	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23406	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23407	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23408	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23409	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23410	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23411	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23412	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23413	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23414	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23415	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23416	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23417	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23418	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23419	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23420	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23421	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23422	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23423	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23424	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23425	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23426	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23427	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23428	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23429	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23430	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23431	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23432	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23433	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23434	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23435	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23436	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23437	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23438	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23439	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23440	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23441	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23442	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23443	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23444	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23445	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23446	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23447	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23448	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23449	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23450	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23451	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23452	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23453	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23454	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23455	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23456	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23457	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23458	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23459	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23460	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23461	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23462	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23463	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23464	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23465	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23466	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23467	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23468	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23469	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23470	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23471	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23472	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23473	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23474	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23475	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23476	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23477	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23478	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23479	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23480	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23481	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23482	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23483	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23484	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23485	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23486	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23487	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23488	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23489	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23490	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23491	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23492	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23493	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23494	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23495	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23496	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23497	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23498	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23499	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23500	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23501	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23502	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23503	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23504	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23505	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23506	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23507	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23508	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23509	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23510	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23511	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23512	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23513	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23514	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23515	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23516	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23517	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23518	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23519	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23520	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23521	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23522	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23523	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23524	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23525	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23526	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23527	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23528	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23529	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23530	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23531	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23532	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23533	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23534	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23535	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23536	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23537	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23538	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23539	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23540	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23541	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23542	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23543	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23544	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23545	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23546	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23547	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23548	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
