IDArtefact	txtCountry	refIDSite	txtSite	refIDFeature	txtType_of_Feature	txtFeature	refIDShape	txtIDShape	txtShape	txtPosition	dblWidth_in_cm	dblLength_in_cm	dblHeight_in_cm	dblInner_diameter_in_cm	dblDiameter_in_cm	txtCommentary	dblLatitude	dblLongitude
23150	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23151	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23152	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23153	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23154	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23155	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23156	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23157	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23158	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23159	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23160	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23161	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23162	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23163	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23164	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23165	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23166	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23167	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23168	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23169	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23170	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23171	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23172	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23173	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23174	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23175	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23176	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23177	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23178	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23179	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23180	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23181	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23182	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23183	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23184	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23185	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23186	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23187	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23188	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23189	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23190	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23191	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23192	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23193	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23194	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23195	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23196	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23197	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23198	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23199	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23200	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23201	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23202	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23203	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23204	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23205	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23206	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23207	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23208	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23209	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23210	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23211	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23212	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23213	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23214	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23215	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23216	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23217	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23218	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23219	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23220	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23221	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23222	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23223	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23224	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23225	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23226	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23227	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23228	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23229	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23230	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23231	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23232	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23233	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23234	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23235	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23236	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23237	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23238	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23239	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23240	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23241	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23242	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23243	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23244	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23245	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23246	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23247	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23248	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23249	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23250	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23251	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23252	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23253	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23254	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23255	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23256	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23257	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23258	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23259	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23260	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23261	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23262	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23263	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23264	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23265	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23266	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23267	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23268	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23269	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23270	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23271	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23272	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23273	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23274	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23275	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23276	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23277	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23278	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23279	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23280	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23281	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23282	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23283	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23284	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23285	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23286	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23287	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23288	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23289	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23290	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23291	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23292	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23293	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23294	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23295	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23296	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23297	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23298	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23299	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23300	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23301	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23302	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23303	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23304	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23305	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23306	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23307	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23308	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23309	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23310	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23311	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23312	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23313	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23314	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23315	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23316	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23317	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23318	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23319	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23320	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23321	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23322	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23323	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23324	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23325	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23326	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23327	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23328	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23329	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23330	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23331	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23332	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23333	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23334	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23335	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23336	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23337	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23338	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23339	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23340	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23341	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23342	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23343	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23344	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23345	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23346	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23347	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23348	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23349	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23350	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23351	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23352	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23353	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23354	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23355	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23356	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23357	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23358	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23359	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23360	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23361	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23362	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23363	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23364	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23365	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23366	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23367	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23368	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23369	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23370	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23371	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23372	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23373	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23374	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23375	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23376	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23377	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23378	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23379	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23380	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23381	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23382	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
23383	Serbia	203	Čoka-Kremenjak	646	Hoard	I	101	B314	Bead, without context, disc-shaped								45.933333	20.15
